タグID,タグ名
000000569801,ﾐｴﾙｺｰﾝ
000000802601,味来(ﾐﾗｲ)
000001177201,甘味ﾊﾞｲｶﾗｰ粒種(ｶﾝﾐﾊﾞｲｶﾗｰﾘｭｳｼｭ)
000000147701,ｶｸﾃﾙｺｰﾝ
000001177001,甘々娘(ｶﾝｶﾝﾑｽﾒ)
000000454801,ﾊﾆｰﾊﾞﾝﾀﾑ
000000466101,ﾋﾟｰﾀｰｺｰﾝ
000000617901,ゆめのｺｰﾝ
000001177301,甘味白色粒種(ｶﾝﾐﾊｸｼｮｸﾘｭｳｼｭ)
000000480801,ﾋﾟｭｱﾎﾜｲﾄ
000000538501,ﾎﾜｲﾄｼｮｺﾗ
000001378401,雪の妖精(ﾕｷﾉﾖｳｾｲ)
000001155601,爆裂種(ﾊﾞｸﾚﾂｼｭ)
000001402201,馬歯種(ﾄｳﾓﾛｺｼ)
000001250001,糯種(ﾓﾁｼｭ)
000001322601,軟粒種(ﾅﾝﾘｭｳｼｭ)
000000534701,ﾎﾟｯﾄﾞｺｰﾝ
000000287901,ｼﾞｬｲｱﾝﾄｺｰﾝ
000000391201,ﾄﾞｸﾀﾞﾐ
000000395801,ﾄﾁｭｳ
000000398101,ﾄﾏﾄ
000000874501,大玉ﾄﾏﾄ(ｵｵﾀﾞﾏﾄﾏﾄ)
000000688701,中玉ﾄﾏﾄ(ﾁｭｳﾀﾞﾏﾄﾏﾄ)
000000581501,ﾐﾆﾄﾏﾄ
000000542401,ﾏｲｸﾛﾄﾏﾄ
000001306501,調理用ﾄﾏﾄ(ﾁｮｳﾘﾖｳﾄﾏﾄ)
000000748501,加工用ﾄﾏﾄ(ｶｺｳﾖｳﾄﾏﾄ)
000000510101,ﾌﾙｰﾂﾄﾏﾄ
000000215701,ｸﾞﾘｰﾝ系ﾄﾏﾄ
000000506101,ﾌﾞﾗｯｸ系ﾄﾏﾄ
000000280301,ｼｼﾘｱﾝﾙｰｼﾞｭ
000000473701,ﾋﾟｯｺﾗｶﾅﾘｱ
000000473801,ﾋﾟｯｺﾗﾙｰｼﾞｭ
000000403401,ﾄﾛﾛｱｵｲ
000000409101,ﾅｽ
000001381401,青ﾅｽ
000000927501,小ﾅｽ
000001188101,白ﾅｽ
000000690701,中長ﾅｽ(ﾁｭｳﾅｶﾞﾅｽ)
000001348901,長ﾅｽ
000001247601,米ﾅｽ
000000691401,丸ﾅｽ
000001096701,水ﾅｽ
000000409301,ﾅｽﾞﾅ
000000409401,ﾅｽﾞﾅ(ﾍﾟﾝﾍﾟﾝｸﾞｻ)
000000411101,ﾅﾉﾊﾅ
000000411301,ﾅﾊﾞﾅ
000001302401,西洋種ﾅﾊﾞﾅ
000000806801,和種ﾅﾊﾞﾅ
000000416301,ﾅﾝﾃﾝﾊｷﾞ
000000024001,ｱｽﾞｷﾅ
000000426301,ﾆﾗ
000001442801,黄ﾆﾗ
000001268001,花ﾆﾗ
000000426601,ﾆﾜﾄｺ
000000427401,ﾆﾝｼﾞﾝ
000000427601,ﾆﾝｼﾞﾝの菜
000001442901,黄ﾆﾝｼﾞﾝ
000001339901,金時ﾆﾝｼﾞﾝ(ｷﾝﾄｷﾐﾝｼﾞﾝ)
000000812301,国分大長ﾆﾝｼﾞﾝ(ｺｸﾌﾞｵｵﾅｶﾞﾆﾝｼﾞﾝ)
000000657301,三寸ﾆﾝｼﾞﾝ(ｻﾝｽﾝﾆﾝｼﾞﾝ)
000000703801,五寸ﾆﾝｼﾞﾝ(ｺﾞｽﾝﾆﾝｼﾞﾝ)
000000581001,ﾐﾆｷｬﾛｯﾄ
000001253401,紫ﾆﾝｼﾞﾝ
000000427701,ﾆﾝﾆｸ
000000427901,ﾆﾝﾆｸの芽
000001284901,葉ﾆﾝﾆｸ
000001444701,黒ﾆﾝﾆｸ
000000500601,ﾌﾟﾁﾆﾝﾆｸ
000000430801,ﾈｷﾞ
000001381501,青ﾈｷﾞ
000001317001,赤ﾈｷﾞ
000000019901,ｱｻﾂｷ
000000696601,九条ﾈｷﾞ(ｸｼﾞｮｳﾈｷﾞ)
000000672401,下仁田ﾈｷﾞ(ｼﾓﾆﾀﾈｷﾞ)
000001188201,白ﾈｷﾞ
000000364501,ﾁｬｲﾌﾞ
000001269501,芽ﾈｷﾞ
000000628601,ﾘｰｷ
000000643501,ﾜｹｷﾞ
000000433901,ﾉｱｻﾞﾐ
000000434601,ﾉｺｷﾞﾘｿｳ
000000326501,ｾｲﾖｳﾉｺｷﾞﾘｿｳ
000000435301,ﾉﾁﾞｼｬ
000000435901,ﾉﾋﾞﾙ
000000441001,ﾊｸｻｲ
000000741401,円筒型(ｴﾝﾄｳｶﾞﾀ)
000000141401,ｵﾚﾝｼﾞ
000000786001,半結球型(ﾊﾝｹｯｷｭｳｶﾞﾀ)
000001206601,砲弾型(ﾎｳﾀﾞﾝｶﾞﾀ)
000000441201,ﾊｸｻｲﾐﾆ
000000443301,ﾊｺﾍﾞ
000000639601,ﾚﾝｺﾝ
000000445701,ﾊﾟｾﾘ
000000066801,ｲﾀﾘｱﾝﾊﾟｾﾘ
000000444301,ﾊﾞｼﾞﾙ
000001253501,紫ﾊﾞｼﾞﾙ
000000449601,ﾊｯｻｲ
000000453301,ﾊﾅﾊｯｶ
000000141301,ｵﾚｶﾞﾉ
000000552801,ﾏｼﾞｮﾗﾑ
000000449301,ﾊｯｶ
000000424701,ﾆﾎﾝﾊｯｶ
000000519601,ﾍﾟﾊﾟｰﾐﾝﾄ
000000455801,ﾊﾊｺｸﾞｻ
000000458301,ﾊﾏﾎﾞｳﾌｳ
000000459001,ﾊﾔﾄｳﾘ
000000461401,ﾊﾘｴﾝｼﾞｭ
000000421701,ﾆｾｱｶｼｱ
000000464901,ﾊﾟﾝｼﾞｰ
000000466501,ﾋﾞｰﾂ
000000466701,ﾋﾟｰﾏﾝ
000001317101,赤ﾋﾟｰﾏﾝ
000000218701,ｸﾚｾﾝﾄ
000000244501,ｺﾄﾞﾓﾋﾟｰﾏﾝ
000001349501,長円筒型ﾋﾟｰﾏﾝ(ﾁｮｳｴﾝﾂﾂｶﾞﾀﾋﾟｰﾏﾝ)
000000453101,ﾊﾞﾅﾅﾋﾟｰﾏﾝ
000000456701,ﾊﾟﾌﾟﾘｶ
000000510201,ﾌﾙｰﾂﾋﾟｰﾏﾝ
000001256101,緑ﾋﾟｰﾏﾝ
000000468901,ﾋｶｹﾞﾉｶｽﾞﾗ
000000474901,ﾋﾅｹﾞｼ
000000476801,ﾋﾏﾜﾘ
000000476901,ﾋﾏﾜﾘの種
000000481101,ﾋｮｳﾀﾝ
000000492901,ﾌｪﾈｸﾞﾘｰｸ
000000493701,ﾌｪﾝﾈﾙ
000000316501,ｽﾃｨｯｷｵ
000000494201,ﾌｷ
000001289201,蕗の薹(ﾌｷﾉﾄｳ)
000001008801,愛知早生ﾌｷ(ｱｲﾁﾜｾﾌｷ)
000001231301,秋田ﾌｷ
000001330701,野ﾌﾞｷ
000001096801,水ﾌｷ
000000954501,山蕗(ﾔﾏﾌﾞｷ)
000000500201,ﾌﾀﾞﾝｿｳ
000000306001,ｽｲｽﾁｬｰﾄﾞ
000000506301,ﾌﾗﾝｽｷﾞｸ
000000433801,ﾉｰｽﾎﾟｰﾙ
000000512401,ﾌﾞﾛｯｺﾘｰ
000000316601,ｽﾃｨｯｸｾﾆｮｰﾙ
000000514001,ﾍｺﾞ
000000469101,ﾋｶｹﾞﾍｺﾞ
000000515201,ﾍﾁﾏ
000000776701,十角糸瓜(ﾄｶﾄﾞﾍﾁﾏ)
000000518301,ﾍﾞﾆﾊﾞﾅ
000000522401,ﾍﾘｵﾄﾛｰﾌﾟ
000000529001,ﾎｳﾚﾝｿｳ
000000529101,ﾎｳﾝﾚﾝｿｳ
000000267901,ｻﾗﾀﾞﾎｳﾚﾝｿｳ
000000363001,ﾁﾁﾞﾐﾎｳﾚﾝｿｳ
000000529301,ﾎｵｽﾞｷ
000000398001,ﾄﾏﾃｨｰﾖ
000000534901,ﾎｯﾌﾟ
000000535601,ﾎﾄﾞｲﾓ
000000028201,ｱﾋﾟｵｽ
000000552101,ﾏｺﾓﾀﾞｹ
000000562101,ﾏﾒ(ｱｽﾞｷ)
000000023701,ｱｽﾞｷ
000001444201,黒ｱｽﾞｷ
000000229001,ｹﾂﾙｱｽﾞｷ
000001187301,白ｱｽﾞｷ
000000876101,大納言(ﾀﾞｲﾅｺﾞﾝ)
000000689201,中納言(ﾁｭｳﾅｺﾞﾝ)
000000562201,ﾏﾒ(ｲﾝｹﾞﾝﾏﾒ)
000000079001,ｲﾝｹﾞﾝﾏﾒ
000000087401,ｳｽﾞﾗ豆
000000875801,大福豆(ｵｵﾌｸﾏﾒ)
000001340101,金時豆(ｷﾝﾄｷﾏﾒ)
000001192201,白花豆(ｼﾛﾊﾅﾏﾒ)
000001017001,手亡(ﾃﾎﾞｳ)
000001292601,虎豆(ﾄﾗﾏﾒ)
000001254001,紫花豆(ﾑﾗｻｷﾊﾅﾏﾒ)
000000625301,ﾗｲﾏﾒ
000000636901,ﾚｯﾄﾞｷﾄﾞﾆｰ
000000562301,ﾏﾒ(ｴﾝﾄﾞｳﾏﾒ)
000000111401,ｴﾝﾄﾞｳﾏﾒ
000001381001,青ｴﾝﾄﾞｳ
000001316301,赤ｴﾝﾄﾞｳ
000000085301,ｳｽｲｴﾝﾄﾞｳ
000000139901,ｵﾗﾝﾀﾞｴﾝﾄﾞｳ
000000176701,ｶﾜﾗｹﾂﾒｲ
000000215201,ｸﾞﾘｰﾝﾋﾟｰｽ
000001250501,紀州ｳｽｲ(ｷｼｭｳｳｽｲ)
000000562401,ﾏﾒ(ｶﾝｿﾞｳ)
000000321201,ｽﾍﾟｲﾝｶﾝｿﾞｳ
000000562501,ﾏﾒ(ｸｽﾞ)
000000206801,ｸｽﾞ
000000562601,ﾏﾒ(ｸｽﾞｲﾓ)
000000469201,ﾋｶﾏ
000000562701,ﾏﾒ(ｻｻｹﾞ)
000000260801,ｻｻｹﾞ
000000657401,三尺ｻｻｹﾞ(ｻﾝｼﾞｬｸｻｻｹﾞ)
000000776101,十六ｻｻｹﾞ(ｼﾞｭｳﾛｸｻｻｹﾞ)
000000562801,ﾏﾒ(ｻﾔｲﾝｹﾞﾝ)
000000266601,ｻﾔｲﾝｹﾞﾝ
000001442601,黄ｲﾝｹﾞﾝ
000001253101,紫ｲﾝｹﾞﾝ
000000016901,ｱｷｼﾏｻｻｹﾞ
000000255301,ｻｰﾍﾞﾙｲﾝｹﾞﾝ
000000395001,ﾄﾞｼﾞｮｳｲﾝｹﾞﾝ
000000483401,ﾋﾗｻﾔｲﾝｹﾞﾝ
000000601901,ﾓﾛｯｺｲﾝｹﾞﾝ
000000562901,ﾏﾒ(ｻﾔｴﾝﾄﾞｳ)
000000266701,ｻﾔｴﾝﾄﾞｳ
000000838801,大型ｷﾇｻﾔ
000000189601,ｷﾇｻﾔ
000001206401,砂糖ｴﾝﾄﾞｳ(ｻﾄｳｴﾝﾄﾞｳ)
000000317601,ｽﾅｯﾌﾟｴﾝﾄﾞｳ
000000563001,ﾏﾒ(ｼｶｸﾏﾒ)
000000811401,四角豆(ｼｶｸﾏﾒ)
000000563101,ﾏﾒ(ｿﾗﾏﾒ)
000000338401,ｿﾗﾏﾒ
000000563201,ﾏﾒ(ﾀﾞｲｽﾞ)
000000340301,ﾀﾞｲｽﾞ
000001381201,青ﾀﾞｲｽﾞ
000001444501,黒ﾀﾞｲｽﾞ
000001074101,枝豆
000001448801,黒豆
000001276801,茶豆
000000563301,ﾏﾒ(ﾅﾀﾏﾒ)
000000409601,ﾅﾀﾏﾒ
000000563401,ﾏﾒ(ﾋﾖｺﾏﾒ)
000000482301,ﾋﾖｺﾏﾒ
000000482401,ﾋﾖｺﾏﾒ大粒種(ﾀﾞｲﾘｭｳｼｭ)
000000482501,ﾋﾖｺﾏﾒ小粒種(ｼｮｳﾘｭｳｼｭ)
000000563501,ﾏﾒ(ﾋﾗﾏﾒ)
000000484901,ﾋﾗﾏﾒ
000000563601,ﾏﾒ(ﾌｼﾞﾏﾒ)
000000498401,ﾌｼﾞﾏﾒ
000000563701,ﾏﾒ(ﾗｯｶｾｲ)
000001284401,落花生(ﾗｯｶｾｲ)
000000564401,ﾏﾕﾐ
000000576601,ﾐﾂﾊﾞ
000001250101,糸ﾐﾂﾊﾞ
000000743501,切ﾐﾂﾊﾞ
000001081101,根ﾐﾂﾊﾞ
000000576801,ﾐﾂﾊﾞｳﾂｷﾞ
000000583801,ﾐﾔｺﾜｽﾚ
000000585001,ﾐｮｳｶﾞ
000000585201,ﾐｮｳｶﾞﾀｹ
000000586601,ﾑｶｺﾞｲﾗｸｻ
000000584201,ﾐﾔﾏｲﾗｸｻ
000000590701,ﾑﾗｻｷﾊﾞﾚﾝｷﾞｸ
000000598001,ﾓｸｾｲ
000000203001,ｷﾝﾓｸｾｲ
000000602401,ﾓﾛﾍｲﾔ
000000603901,ﾔｰｺﾝ
000000608801,ﾔﾅｷﾞﾊｯｶ
000000473501,ﾋｿｯﾌﾟ
000000609501,ﾔﾌﾞﾚｶﾞｻ
000000611901,ﾔﾏﾉｲﾓ
000000067601,ｲﾁｮｳｲﾓ
000001264601,自然薯(ｼﾞﾈﾝｼﾞｮ)
000000877601,大薯(ﾀﾞｲｼﾞｮ)
000000371801,ﾂｸﾈｲﾓ
000000405801,ﾅｶﾞｲﾓ
000000586501,ﾑｶｺﾞ
000000613101,ﾔﾑ
000000612201,ﾔﾏﾌﾞｷｼｮｳﾏ
000000612801,ﾔﾏﾗｯｷｮｳ
000000618001,ﾕﾘﾈ
000000623601,ﾖﾒﾅ
000000623801,ﾖﾓｷﾞ
000000356401,ﾀﾗｺﾞﾝ
000000417501,ﾆｶﾞﾖﾓｷﾞ
000000625801,ﾗｶﾝｶ
000000626601,ﾗｯｷｮｳ
000000101001,ｴｼｬﾚｯﾄ
000000969101,島ﾗｯｷｮｳ
000000627601,ﾗﾍﾞﾝﾀﾞｰ
000000627801,ﾗﾝ
000000294501,ｼｭﾝﾗﾝ
000000455001,ﾊﾞﾆﾗ
000001117501,洋蘭(ﾖｳﾗﾝ)
000000631101,ﾘｭｳｷﾝｶ
000000104901,ｴｿﾞﾘｭｳｷﾝｶ
000000634101,ﾙｯｺﾗ
000000330801,ｾﾙﾊﾞﾁｺ
000000642601,ﾜｲﾙﾄﾞﾙｯｺﾗ
000000635101,ﾙﾘｼﾞｻ
000000636601,ﾚﾀｽ
000001271401,茎ﾚﾀｽ
000000215001,ｸﾞﾘｰﾝｶｰﾙ
000000264101,ｻﾆｰﾚﾀｽ
000000268101,ｻﾗﾀﾞ菜
000000275101,ｻﾝﾁｭ
000000490101,ﾌﾞｰｹﾚﾀｽ
000000509401,ﾌﾘﾙﾚﾀｽ
000000642001,ﾛﾒｲﾝﾚﾀｽ
000000638901,ﾚﾓﾝｸﾞﾗｽ
000000639101,ﾚﾓﾝﾊﾞｰﾍﾞﾅ
000000639301,ﾚﾓﾝﾊﾞｰﾑ
000000639901,ﾛｰｽﾞﾏﾘｰ
000000643601,ﾜｻﾋﾞ
000001285101,葉ﾜｻﾋﾞ
000001268101,花ﾜｻﾋﾞ
000000618401,ﾕﾘﾜｻﾋﾞ
000000644001,ﾜｽﾚｸﾞｻ
000000434301,ﾉｶﾝｿﾞｳ
000000609401,ﾔﾌﾞｶﾝｿﾞｳ
000000644101,ﾜﾀ
000000647001,ﾜﾗﾋﾞ
000001334501,野菜その他
000001262501,翠峰(ｽｲﾎｳ)
000001070801,果実類
000000017801,ｱｹﾋﾞ
000000705101,五葉ｱｹﾋﾞ(ｺﾞﾖｳｱｹﾋﾞ)
000001187201,白ｱｹﾋﾞ
000000660301,三葉ｱｹﾋﾞ(ﾐﾂﾊﾞｱｹﾋﾞ)
000000022201,ｱｼﾞｻｲ
000000609701,ﾔﾏｱｼﾞｻｲ
000000025301,ｱｾﾛﾗ
000000025601,ｱｾﾛﾗ酸味種
000000025501,ｱｾﾛﾗ甘味種
000000030901,ｱﾎﾞｶﾞﾄﾞ
000000243601,こだわりｱﾎﾞｶﾄﾞ
000000513201,ﾍﾞｰｺﾝ
000000044601,ｱﾙｶﾞﾝﾉｷ
000000049201,ｱﾝｽﾞ
000000233101,ｺﾞｰﾙﾄﾞｺｯﾄ
000001048301,昭和(ｼｮｳﾜ)
000000724301,信山丸(ｼﾝｻﾞﾝﾏﾙ)
000000724401,信州大実(ｼﾝｼｭｳｵｵﾐ)
000001034701,新潟大実(ﾆﾆｶﾞﾀｵｵﾐ)
000000437801,ﾊｰｺｯﾄ
000000977901,平和(ﾍｲﾜ)
000000946201,山形3号(ﾔﾏｶﾞﾀｻﾝｺﾞｳ)
000000067101,ｲﾁｺﾞ
000000002701,ｱｲﾍﾞﾘｰ
000001240801,章姫(ｱｷﾋﾒ)
000000023601,ｱｽｶﾙﾋﾞｰ
000000031501,ｱﾏｵｳ
000001321401,越後姫(ｴﾁｺﾞﾋﾒ)
000000798201,古都華(ｺﾄﾊﾅ)
000000256701,ｻｶﾞﾎﾉｶ
000000261901,ｻﾁﾉｶ
000000264301,ｻﾇｷ姫(ｻﾇｷﾋﾒ)
000000307801,ｽｶｲﾍﾞﾘｰ
000000395301,ﾄﾁｵﾄﾒ
000000399201,ﾄﾖﾉｶ
000000902801,女峰(ﾆｮﾎｳ)
000000744701,初恋の香り(ﾊﾂｺｲﾉｶｵﾘ)
000000475501,ﾋﾉｼｽﾞｸ
000001251301,紅ﾎｯﾍﾟ(ﾍﾞﾆﾎｯﾍﾟ)
000000596901,ﾓｳｲｯｺ
000000601001,ﾓﾓｲﾁｺﾞ
000000613201,ﾔﾖｲﾋﾒ
000000617801,ﾕﾒﾉｶ
000000104201,ｴｿﾞﾍﾋﾞｲﾁｺﾞ
000000067301,ｲﾁｼﾞｸ
000000323401,ｽﾐﾙﾅ
000000399301,ﾄﾖﾐﾂﾋﾒ
000000468601,ﾋﾞｵﾚｿﾘｴｽ
000001286401,蓬莱柿(ﾎｳﾗｲｼ)
000001085801,桝井ﾄﾞｰﾌｨﾝ(ﾏｽｲﾄﾞｰﾌｨﾝ)
000000096001,ｳﾒ
000001056601,杏梅(ｱﾝｽﾞｳﾒ)
000001183001,甲州小梅(ｺｳｼｭｺｳﾒ)
000000795301,古城(ｺｼﾞﾛ)
000001188701,白加賀梅(ｼﾗｶｶﾞｳﾒ)
000000789101,南高梅(ﾅﾝｺｳﾊﾞｲ)
000000729501,八助(ﾊﾁｽｹ)
000001239901,竜峡小梅(ﾘｭｳｷｮｳｺｳﾒ)
000000121101,ｵｵﾊﾞｹﾞｯﾂｷ
000000113901,ｵｰﾙｽﾊﾟｲｽ
000000140701,ｵﾘｰﾌﾞ
000000024201,ｱｽｺﾗｰﾅﾃﾚﾅ
000000046201,ｱﾙﾍﾞｷﾅ
000000138801,ｵﾋﾌﾞﾗﾝｶ
000000251101,ｺﾗﾃｨｰﾅ
000000251601,ｺﾞﾙﾀﾞﾙ
000000251701,ｺﾙﾆｶﾌﾞﾗ
000000432901,ﾈﾊﾞﾃﾞｨﾛﾌﾞﾗﾝｺ
000000469901,ﾋﾟｸｱﾙ
000000508101,ﾌﾗﾝﾄｲｵ
000000568601,ﾏﾝｻﾞﾆﾛ
000000576401,ﾐｯｼｮﾝ
000000601801,ﾓﾛｲｵﾛ
000000634001,ﾙｯｶ
000000636801,ﾚｯﾁｰﾉ
000000167101,ｶﾗｶﾗｵﾚﾝｼﾞ
000000430401,ﾈｰﾌﾞﾙｵﾚﾝｼﾞ
000000463801,ﾊﾞﾚﾝｼｱｵﾚﾝｼﾞ
000000506201,ﾌﾞﾗｯﾄﾞｵﾚﾝｼﾞ
000000145601,ｶｴﾃﾞ
000000145701,ｶｴﾃﾞの葉
000000263401,ｻﾄｳｶｴﾃﾞ
000000146501,ｶｶｵ
000000215901,ｸﾘｵﾛ種
000000402001,ﾄﾘﾆﾀﾘｵ種
000000494001,ﾌｫﾗｽﾃﾛ種
000000147501,ｶｷの葉
000000718101,会津身不知(ｱｲﾂﾞﾐｼﾗｽﾞ)
000001008501,愛宕(ｱﾀｺﾞ)
000000717101,伊豆(ｲｽﾞ)
000000975001,市田柿(ｲﾁﾀﾞｶﾞｷ)
000001183101,甲州百目(ｺｳｼｭｳﾋｬｸﾒ)
000001301101,西条(ｻｲｼﾞｮｳ)
000001094001,次郎(ｼﾞﾛｳ)
000001044101,早秋(ｿｳｼｭｳ)
000000893201,太秋(ﾀｲｼｭｳ)
000000743301,刀根早生(ﾄﾈﾜｾ)
000001301001,西村早生(ﾆｼﾑﾗﾜｾ)
000001268701,花御所(ﾊﾅｺﾞｼｮ)
000000979801,平核無(ﾋﾗﾀﾈﾅｼ)
000001244701,筆柿(ﾌﾃﾞｶﾞｷ)
000000923301,富有(ﾌﾕｳ)
000001068701,松本早生富有(ﾏﾂﾓﾄﾜｾﾌﾕｳ)
000001309801,豆柿(ﾏﾒｶﾞｷ)
000000809301,四ﾂ溝(ﾖﾂﾐｿﾞ)
000001262701,老爺柿(ﾛｳﾔｶﾞｷ)
000000151501,ｶｼｭｰﾅｯﾂ
000000151801,ｶｼﾜ
000000151901,ｶｼﾜの葉
000000162001,ｶﾎｸｻﾞﾝｼｮｳ
000000166001,ｶﾔ
000000171201,ｶﾘﾝ
000000181301,ｷｲﾁｺﾞ
000000626501,ﾗｽﾞﾍﾞﾘｰ
000000079201,ｲﾝﾃﾞｨｱﾝｻﾏｰ
000000232601,ｺﾞｰﾙﾃﾞﾝｸｲｰﾝ
000000490401,ﾌｧｰﾙｺﾞｰﾙﾄﾞ
000000637201,ﾚｯﾄﾞｼﾞｭｴﾙ
000000181401,ｷｲﾁｺﾞ(ﾌﾞﾗｯｸﾍﾞﾘｰ)
000000505901,ﾌﾞﾗｯｸﾍﾞﾘｰ
000000181501,ｷｳｲ
000000026101,ｱｯﾌﾟﾙｷｳｲ
000001401001,香緑(ｺｳﾘｮｸ)
000000264201,ｻﾇｷｺﾞｰﾙﾄﾞ
000000273201,ｻﾝｺﾞｰﾙﾄﾞ
000001307801,讃力(ｻﾝﾘｮｸ)
000000307201,ｽｳｨｰﾄｸﾞﾘｰﾝ
000000327501,ｾﾞｽﾌﾟﾘｺﾞｰﾙﾄﾞ
000000513601,ﾍｲﾜｰﾄﾞ
000000519901,ﾍﾞﾋﾞｰｷｳｲ
000000636201,ﾚｲﾝﾎﾞｰﾚｯﾄﾞ
000000199001,ｷﾝｶﾝ
000000842301,大実金柑(ｵｵﾐｷﾝｶﾝ)
000001341001,金豆(ｷﾝｽﾞ)
000001350401,長寿金柑(ﾁｮｳｼﾞｭｷﾝｶﾝ)
000001362601,長葉金柑(ﾅｶﾞﾊｷﾝｶﾝ)
000001350301,長実金柑(ﾅｶﾞﾐｷﾝｶﾝ)
000000924801,寧波金柑(ﾆﾝﾎﾟｳｷﾝｶﾝ)
000000430501,ﾈｲﾊｷﾝｶﾝ
000000905101,姫橘(ﾋﾒﾀﾁﾊﾞﾅ)
000001229901,福州金柑(ﾌｸｼｭｳｷﾝｶﾝ)
000001400901,香港金柑(ﾎﾝｺﾝｷﾝｶﾝ)
000001310001,豆金柑(ﾏﾒｷﾝｶﾝ)
000000693501,丸金柑(ﾏﾙｷﾝｶﾝ)
000000691701,丸実金柑(ﾏﾙﾐｷﾝｶﾝ)
000001045001,明和金柑(ﾒｲﾜｷﾝｶﾝ)
000000201401,ｷﾞﾝﾅﾝ
000000808601,喜  平(ｷﾍｲ)
000000694401,久寿 (ｷｭｳｼﾞｭ)
000001247001,籐九郎  (ﾄｳｸﾛｳ)
000000203701,ｸﾞｱﾊﾞ
000000051001,ｲｴﾛｰｽﾄﾛﾍﾞﾘｰｸﾞｱﾊﾞ
000000317201,ｽﾄﾛﾍﾞﾘｰｸﾞｱﾊﾞ
000000492201,ﾌｪｲｼﾞｮｱ
000000212101,ｸﾞﾐ
000000214601,ｸﾘ
000001205501,石鎚(ｲｼﾂﾞﾁ)
000000715501,伊吹(ｲﾌﾞｷ)
000000968201,岸根(ｶﾞﾝﾈ)
000001343501,銀寄(ｷﾞﾝﾖｾ)
000000812801,国見(ｸﾆﾐ)
000000693701,丹沢(ﾀﾝｻﾞﾜ)
000001244801,筑波(ﾂｸﾊﾞ)
000000538001,ﾎﾟﾛﾀﾝ
000000746001,利平(ﾘﾍｲ)
000000217801,ｸﾙﾐ
000000136601,ｵﾆｸﾞﾙﾐ
000000281901,ｼﾅﾉｸﾞﾙﾐ
000000478401,ﾋﾒｸﾞﾙﾐ
000000513701,ﾍﾟｶﾝ(ﾋﾟｰｶﾝ)
000000218401,ｸﾞﾚｰﾌﾟﾌﾙｰﾂ
000000141901,ｵﾛﾌﾞﾗﾝｺ
000000307001,ｽｳｨｰﾃｨｰ
000000314701,ｽﾀｰﾙﾋﾞｰ
000000511501,ﾌﾚｰﾑ
000000541501,ﾏｰｼｭ
000000596101,ﾒﾛｺﾞｰﾙﾄﾞ
000000629001,ﾘｵﾚｯﾄﾞ
000000634501,ﾙﾋﾞｰ
000000214001,ｸﾞﾗﾊﾟﾗﾘｰﾌ
000000219201,ｸﾛｰﾌﾞ
000000226601,ｸﾜ
000000227001,ｸﾜの葉
000000226901,ｸﾜの実
000000228701,ｹﾞｯｹｲｼﾞｭ
000000235701,ｺｳｿﾞ
000000232201,ｺｰﾋｰ
000000043001,ｱﾗﾋﾞｶ種
000000630301,ﾘﾍﾞﾘｶ種
000000641601,ﾛﾌﾞｽﾀ種
000000707101,交雑種
000000242901,ｺｼｮｳﾎﾞｸ
000000258001,ｻｸﾗ
000000604701,ﾔｴｻﾞｸﾗ
000000904101,妹背(ｲﾓｾ)
000000837701,大原渚桜(ｵｵﾊﾗﾅｷﾞｻｻﾞｸﾗ)
000000843201,大山桜(ｵｵﾔﾏｻﾞｸﾗ)
000000125101,ｵｶﾒ桜(ｵｶﾒｻﾞｸﾗ)
000000995801,御室有明(ｵﾑﾛｱﾘｱｹ)
000001047501,春日井(ｶｽｶﾞｲ)
000000807001,唐実桜(ｶﾗﾐｻﾞｸﾗ)
000001112901,河津桜(ｶﾜﾂﾞｻｸﾗ)
000000924201,寒桜(ｶﾝｻﾞｸﾗ)
000001372901,関山(ｶﾝｻﾞﾝ)
000000924401,寒緋桜(ｶﾝﾋｻﾞｸﾗ)
000001281001,菊桜(ｷｸｻﾞｸﾗ)
000001443201,黄桜(ｷｻﾞｸﾗ)
000001083401,桐ｹ谷(ｷﾘｶﾞﾔ)
000001341101,金豆桜(ｷﾝﾏﾒｻﾞｸﾗ)
000000738801,兼六園熊谷(ｹﾝﾛｸｴﾝｸﾏｶﾞｲ)
000000932901,小汐山(ｺｼｵﾔﾏ)
000000906301,子福桜(ｺﾌﾞｸｻﾞｸﾗ)
000000723101,佐野桜(ｻﾉｻﾞｸﾗ)
000001073901,枝垂れ桜(ｼﾀﾞﾚｻﾞｸﾗ)
000001068601,松月(ｼｮｳｹﾞﾂ)
000000893101,太白(ﾀｲﾊｸ)
000001017301,手弱女(ﾀｵﾔﾒ)
000000776601,十月桜(ｼﾞｭｳｶﾞﾂｻｸﾗ)
000001048401,昭和桜(ｼｮｳﾜｻﾞｸﾗ)
000001075401,染井吉野(ｿﾒｲﾖｼﾉ)
000000701001,二期桜(ﾆｷｻﾞｸﾗ)
000000988801,庭桜(ﾆﾜｻﾞｸﾗ)
000001189001,白山一号(ﾊｸｻﾝｲﾁｺﾞｳ)
000001268801,花染衣(ﾊﾅｿﾒｲ)
000001070501,林二号(ﾊﾔｼﾆｺﾞｳ)
000000650201,一重白彼岸枝垂桜(ﾋﾄｴｼﾛﾋｶﾞﾝｼﾀﾞﾚｻﾞｸﾗ)
